,Prod. year,Leather interior,Mileage,Cylinders,Wheel,price_levy_combined,Airbags_bins,Engine volume int,Turbo,Coupe,Goods wagon,Hatchback,Jeep,Microbus,Minivan,Pickup,Sedan,Universal,Diesel,Hybrid,LPG,Petrol,Automatic,Manual,Variator,4x4,Front,Germany,Japan,South Korea,USA
3428,2012,0,187794,4.0,0,16492,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
3429,2009,0,73816,4.0,0,6886,1,1.2,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
3432,2018,0,46503,4.0,0,55425,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3433,2017,0,11971,4.0,0,2036,2,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
3435,2012,0,119700,4.0,0,19570,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
3436,2018,0,91283,4.0,0,1628,2,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
3437,2016,1,60000,4.0,0,41860,2,2.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3439,2010,0,171734,4.0,0,15290,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
3440,2013,0,143686,4.0,0,7113,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3441,2012,0,157232,4.0,0,8308,2,2.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3442,2013,0,215965,4.0,0,1032,0,2.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
3444,2017,1,50000,4.0,0,26291,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3445,2003,1,76000,6.0,0,10663,1,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3447,2015,0,90392,4.0,0,7833,0,2.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
3451,2018,1,0,4.0,1,18266,1,1.5,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3452,2010,0,92336,4.0,0,22033,1,2.5,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3455,2013,0,93450,4.0,0,19757,2,2.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
3456,2011,0,63905,4.0,0,40198,1,3.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3457,1999,0,55000,6.0,0,6272,1,2.2,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
3458,2008,0,292000,6.0,0,24462,2,3.0,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3459,2013,1,0,4.0,0,13674,2,1.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3460,2010,0,220000,4.0,0,17562,2,2.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3461,2011,0,196330,6.0,0,1206,2,3.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
3463,2017,0,41747,4.0,0,51543,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3464,2016,1,19000,4.0,0,49128,2,2.5,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
3466,2013,0,118656,8.0,0,1931,2,4.4,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
3467,2012,0,150285,4.0,0,2759,2,2.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
3468,2015,1,90000,4.0,0,20378,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
3469,2010,1,133000,4.0,0,16442,2,1.8,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
3470,2015,0,134835,4.0,0,1529,2,1.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3471,2002,1,90000,4.0,1,7527,1,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3472,2001,1,175000,4.0,1,5175,1,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3475,2010,0,199203,8.0,0,2618,2,5.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3476,2016,0,94638,4.0,0,53077,1,2.2,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3477,2007,0,22000,4.0,0,18503,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3480,2016,1,67000,4.0,0,22217,2,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3482,2015,1,177600,4.0,0,20344,2,2.4,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3484,1997,1,290000,4.0,0,2500,1,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
3485,2013,0,180800,4.0,0,12355,1,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
3486,2008,0,190400,6.0,0,14113,2,2.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0
3488,2014,1,107738,4.0,0,8839,2,1.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
3489,2012,0,74000,4.0,0,16469,2,1.4,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
3490,2000,1,215000,4.0,0,7213,0,1.6,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
3491,2010,0,368000,4.0,0,13933,2,1.8,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
3493,2015,0,69320,4.0,0,28007,1,2.2,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
3494,2008,0,0,6.0,0,2064,2,3.3,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3495,2012,0,142000,4.0,0,14616,2,1.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3496,2014,0,29800,4.0,0,23357,1,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3497,2006,1,163000,4.0,1,8311,1,1.3,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
3498,2015,0,41250,4.0,0,21544,1,1.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
3499,2012,0,214098,4.0,0,4858,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3501,2012,0,180659,8.0,0,3088,2,4.6,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
3502,2016,0,65004,4.0,0,27443,1,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
3503,2012,0,340106,4.0,0,1112,0,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
3504,2010,0,138070,6.0,0,1869,2,3.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
3506,2005,1,215000,4.0,0,12808,1,2.2,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3507,2013,0,163855,4.0,0,19159,1,2.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
3508,2007,1,85000,4.0,0,10396,2,1.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3509,2010,0,187312,4.0,0,1672,0,1.3,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3510,2013,0,137538,4.0,0,14462,1,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
3511,2015,1,84800,4.0,0,23903,2,2.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
3512,2011,0,85419,4.0,0,7763,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
3513,2016,0,40598,4.0,0,22520,1,1.6,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3514,2004,0,140000,6.0,0,7840,2,3.2,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
3515,2019,0,7000,4.0,0,67183,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3516,2010,0,132967,4.0,0,14163,1,1.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
3517,2013,1,134700,4.0,0,25089,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
3518,2017,0,48432,4.0,0,23282,1,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
3519,2016,0,71904,4.0,0,7140,0,1.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3520,2005,1,156000,4.0,1,6272,2,1.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3521,1998,1,11580,4.0,0,4077,1,1.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
3523,2000,1,10000,4.0,0,5645,2,1.8,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3524,2000,0,0,4.0,0,7840,2,2.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
3525,2012,0,129834,6.0,0,2565,2,3.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3527,2014,0,149000,4.0,0,16265,2,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3528,2008,0,136192,4.0,0,12351,1,3.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
3529,2013,0,225510,4.0,0,1720,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3530,2016,0,50195,4.0,0,1440,2,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
3531,2017,0,13148,4.0,0,44004,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
3532,2017,0,53070,6.0,0,2576,2,3.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3534,2012,1,99000,4.0,0,6148,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3535,2016,0,51287,4.0,0,27823,1,1.6,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
3536,2013,0,268800,4.0,0,18304,2,1.8,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3537,2014,1,145000,4.0,0,20534,2,2.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
3538,2010,0,319301,4.0,0,5465,2,1.8,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3539,2008,0,213998,6.0,0,1880,2,3.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
3540,2015,0,30000,4.0,0,24443,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
3542,2014,0,120871,4.0,0,41622,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3543,2009,0,187143,4.0,0,15219,1,3.8,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
3544,2017,0,63803,4.0,0,6220,2,2.4,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
3545,2018,0,43128,4.0,0,1341,2,1.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
3546,2014,0,254230,4.0,0,1875,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3547,2012,1,100300,4.0,0,13485,1,1.6,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
3548,2013,0,78670,4.0,0,1171,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3549,2017,1,79309,4.0,0,38835,2,2.4,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
3550,2015,0,43578,4.0,0,40210,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3553,2009,0,60227,4.0,0,10525,1,2.7,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3554,2013,0,78082,4.0,0,22732,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3557,2004,0,250000,6.0,0,10349,1,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3558,2014,0,142495,4.0,0,19658,1,1.6,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3559,2015,0,14004,4.0,0,21782,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3560,2012,0,176480,4.0,0,40456,2,3.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3561,2014,1,134800,4.0,1,11615,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
3562,2010,1,112000,4.0,0,13799,1,1.3,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3565,2016,0,54400,4.0,0,32452,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3568,2009,0,142426,4.0,0,2628,2,1.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3569,2017,0,33216,4.0,0,42642,1,1.6,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3570,2011,0,74500,6.0,0,40219,2,3.0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3571,2016,0,136027,4.0,0,37891,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3572,1999,0,0,6.0,0,11000,1,3.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
3573,2016,0,70066,4.0,0,11440,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3574,2013,0,98000,8.0,0,29793,2,3.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3575,1998,1,195256,4.0,0,6586,1,1.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
3576,2004,1,138643,4.0,1,10036,2,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3577,2014,0,76000,4.0,0,23276,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
3578,2015,1,108000,4.0,0,15053,2,1.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
3579,2011,0,61208,4.0,0,7763,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
3580,2016,0,63276,4.0,0,26619,1,1.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
3583,2013,1,65000,4.0,1,19130,2,1.8,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
3584,2007,0,52699,4.0,0,5644,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
3585,2014,1,76800,4.0,0,15268,1,1.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
3586,2018,0,200401,4.0,0,44748,1,1.6,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3587,2012,0,170000,6.0,0,48058,2,3.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
3588,1997,0,0,6.0,0,3450,1,4.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
3589,2017,0,54854,8.0,0,20252,2,5.6,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
3591,2002,1,150000,4.0,1,2195,1,1.8,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3592,2013,0,263459,4.0,0,8306,0,2.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
3593,2007,1,188000,4.0,1,8781,2,1.3,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3594,2012,1,108773,4.0,0,21012,2,1.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3595,2010,0,166320,4.0,0,23485,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3596,2013,0,95000,4.0,0,41623,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3597,2010,0,181385,4.0,0,20515,1,2.7,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3599,2005,1,183000,4.0,0,18767,1,2.2,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3600,2014,1,95000,4.0,0,16265,0,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
3602,2007,1,215000,4.0,0,16621,1,2.4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3603,2013,0,191848,4.0,0,3730,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
3604,2012,0,132043,4.0,0,23849,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
3605,2005,1,18900,4.0,0,13976,2,1.3,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
3606,2013,1,152480,6.0,0,17249,1,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3609,2010,1,136000,4.0,0,13302,2,1.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
3611,2019,0,14000,4.0,0,60083,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3612,2014,0,98803,6.0,0,9382,2,3.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
3613,2014,0,0,4.0,0,10743,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3614,2003,1,190000,4.0,1,7527,1,2.5,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3615,2011,0,94479,4.0,0,20588,1,1.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
3616,2013,1,121840,4.0,1,13655,1,1.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3617,2014,0,168661,4.0,0,1169,2,2.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3618,2013,0,52528,4.0,0,15804,0,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
3619,2012,0,133342,6.0,0,1781,2,3.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
3620,2014,0,191980,4.0,0,25903,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3621,2018,0,20549,4.0,0,21843,2,1.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3623,2012,0,259934,4.0,0,4830,0,2.4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
3625,2014,0,156000,4.0,0,42976,2,2.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3627,2012,1,114000,4.0,1,10976,1,1.3,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3628,2012,1,158302,4.0,0,17207,1,1.8,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3629,2010,0,115505,4.0,0,24645,1,2.2,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3630,2012,0,104509,4.0,0,2256,2,1.6,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
3631,2013,0,0,4.0,0,1604,0,1.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3632,2004,0,224000,8.0,0,15681,1,4.4,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3633,2012,0,221312,6.0,0,1076,2,3.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
3634,2014,0,128000,4.0,0,25210,1,2.5,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3636,2001,1,11111,4.0,1,3000,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3638,2011,0,163298,8.0,0,2141,2,4.6,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
3639,2013,0,95430,4.0,0,35059,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3640,2015,0,102885,8.0,0,2430,2,4.6,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
3642,2017,0,59331,6.0,0,6418,0,3.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3643,2011,0,273186,6.0,0,10897,2,3.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
3644,2013,0,134400,6.0,0,30876,2,3.6,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
3645,2011,1,112000,4.0,0,17956,2,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3646,2014,1,73000,4.0,1,11615,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
3647,2013,0,166762,4.0,0,24572,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3648,2014,0,284880,4.0,0,1875,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
3649,2006,0,160000,6.0,0,13172,2,2.7,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3650,2015,0,59000,4.0,0,25089,2,1.6,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3651,1999,1,1650,4.0,0,6272,1,1.6,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
3652,2002,1,11000,4.0,1,5959,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
3653,2016,1,31000,4.0,0,29349,2,1.8,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3654,2014,0,140507,6.0,0,3973,0,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
3655,2013,0,220696,6.0,0,1525,2,3.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0
3657,2018,0,11469,4.0,0,2470,2,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3658,2008,1,240000,4.0,0,10565,2,1.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3659,2016,0,28647,4.0,0,19383,1,1.6,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3660,2012,0,137210,8.0,0,21251,2,6.2,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
3661,2012,0,119765,4.0,0,2349,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3662,2010,0,199868,4.0,0,13142,1,2.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3663,2016,0,77000,4.0,0,42011,1,1.6,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
3664,2012,0,120950,4.0,0,29472,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
